name,position,z_type,z_score,x
kaib/kaib__4_8/rank_016_alphafold2_model_5_seed_002_msa_extra_msa_1.npy,kaib__4_8,right,14.580975,3
kaib/kaib__4_8/rank_016_alphafold2_model_5_seed_002_msa_extra_msa_1.npy,kaib__4_8,up,7.250467,3
kaib/kaib__4_8/rank_003_alphafold2_model_1_seed_003_msa_extra_msa_2.npy,kaib__4_8,common,66.55086,3
kaib/kaib__4_8/rank_003_alphafold2_model_1_seed_003_msa_extra_msa_2.npy,kaib__4_8,right,24.08512,3
kaib/kaib__4_8/rank_003_alphafold2_model_1_seed_003_msa_extra_msa_2.npy,kaib__4_8,up,9.228575,3
kaib/kaib__4_8/rank_003_alphafold2_model_1_seed_003_msa_extra_msa_3.npy,kaib__4_8,common,66.21944,3
kaib/kaib__4_8/rank_003_alphafold2_model_1_seed_003_msa_extra_msa_3.npy,kaib__4_8,right,24.79724,3
kaib/kaib__4_8/rank_003_alphafold2_model_1_seed_003_msa_extra_msa_3.npy,kaib__4_8,up,10.191958,3
kaib/kaib__4_8/rank_016_alphafold2_model_5_seed_002_msa_extra_msa_0.npy,kaib__4_8,common,68.31315,3
kaib/kaib__4_8/rank_016_alphafold2_model_5_seed_002_msa_extra_msa_0.npy,kaib__4_8,right,21.792564,3
kaib/kaib__4_8/rank_016_alphafold2_model_5_seed_002_msa_extra_msa_0.npy,kaib__4_8,up,5.889868,3
kaib/kaib__4_8/rank_021_alphafold2_model_4_seed_002_msa_extra_msa_1.npy,kaib__4_8,common,61.056747,3
kaib/kaib__4_8/rank_021_alphafold2_model_4_seed_002_msa_extra_msa_1.npy,kaib__4_8,right,16.812986,3
kaib/kaib__4_8/rank_021_alphafold2_model_4_seed_002_msa_extra_msa_1.npy,kaib__4_8,up,6.807663,3
kaib/kaib__4_8/rank_018_alphafold2_model_4_seed_000_msa_extra_msa_1.npy,kaib__4_8,common,55.450813,3
kaib/kaib__4_8/rank_018_alphafold2_model_4_seed_000_msa_extra_msa_1.npy,kaib__4_8,right,13.627634,3
kaib/kaib__4_8/rank_018_alphafold2_model_4_seed_000_msa_extra_msa_1.npy,kaib__4_8,up,6.795401,3
kaib/kaib__4_8/rank_011_alphafold2_model_3_seed_002_msa_extra_msa_3.npy,kaib__4_8,common,65.08835,3
kaib/kaib__4_8/rank_011_alphafold2_model_3_seed_002_msa_extra_msa_3.npy,kaib__4_8,right,22.414286,3
kaib/kaib__4_8/rank_011_alphafold2_model_3_seed_002_msa_extra_msa_3.npy,kaib__4_8,up,9.290508,3
kaib/kaib__4_8/rank_002_alphafold2_model_2_seed_003_msa_extra_msa_1.npy,kaib__4_8,common,58.03586,3
kaib/kaib__4_8/rank_002_alphafold2_model_2_seed_003_msa_extra_msa_1.npy,kaib__4_8,right,17.380318,3
kaib/kaib__4_8/rank_002_alphafold2_model_2_seed_003_msa_extra_msa_1.npy,kaib__4_8,up,6.657735,3
kaib/kaib__4_8/rank_002_alphafold2_model_2_seed_003_msa_extra_msa_3.npy,kaib__4_8,common,63.333565,3
kaib/kaib__4_8/rank_002_alphafold2_model_2_seed_003_msa_extra_msa_3.npy,kaib__4_8,right,26.093185,3
kaib/kaib__4_8/rank_002_alphafold2_model_2_seed_003_msa_extra_msa_3.npy,kaib__4_8,up,9.046476,3
kaib/kaib__4_8/rank_011_alphafold2_model_3_seed_002_msa_extra_msa_1.npy,kaib__4_8,common,60.349087,3
kaib/kaib__4_8/rank_011_alphafold2_model_3_seed_002_msa_extra_msa_1.npy,kaib__4_8,right,15.635642,3
kaib/kaib__4_8/rank_011_alphafold2_model_3_seed_002_msa_extra_msa_1.npy,kaib__4_8,up,5.9734197,3
kaib/kaib__4_8/rank_018_alphafold2_model_4_seed_000_msa_extra_msa_3.npy,kaib__4_8,common,67.872406,3
kaib/kaib__4_8/rank_018_alphafold2_model_4_seed_000_msa_extra_msa_3.npy,kaib__4_8,right,25.625437,3
kaib/kaib__4_8/rank_018_alphafold2_model_4_seed_000_msa_extra_msa_3.npy,kaib__4_8,up,9.223643,3
kaib/kaib__4_8/rank_021_alphafold2_model_4_seed_002_msa_extra_msa_3.npy,kaib__4_8,common,62.69392,3
kaib/kaib__4_8/rank_021_alphafold2_model_4_seed_002_msa_extra_msa_3.npy,kaib__4_8,right,22.133545,3
kaib/kaib__4_8/rank_021_alphafold2_model_4_seed_002_msa_extra_msa_3.npy,kaib__4_8,up,8.489752,3
kaib/kaib__4_8/rank_016_alphafold2_model_5_seed_002_msa_extra_msa_2.npy,kaib__4_8,common,65.90197,3
kaib/kaib__4_8/rank_016_alphafold2_model_5_seed_002_msa_extra_msa_2.npy,kaib__4_8,right,22.383785,3
kaib/kaib__4_8/rank_016_alphafold2_model_5_seed_002_msa_extra_msa_2.npy,kaib__4_8,up,8.204712,3
kaib/kaib__4_8/rank_003_alphafold2_model_1_seed_003_msa_extra_msa_1.npy,kaib__4_8,common,59.03318,3
kaib/kaib__4_8/rank_003_alphafold2_model_1_seed_003_msa_extra_msa_1.npy,kaib__4_8,right,17.00668,3
kaib/kaib__4_8/rank_003_alphafold2_model_1_seed_003_msa_extra_msa_1.npy,kaib__4_8,up,6.62098,3
kaib/kaib__4_8/rank_003_alphafold2_model_1_seed_003_msa_extra_msa_0.npy,kaib__4_8,common,68.00837,3
kaib/kaib__4_8/rank_003_alphafold2_model_1_seed_003_msa_extra_msa_0.npy,kaib__4_8,right,17.836674,3
kaib/kaib__4_8/rank_003_alphafold2_model_1_seed_003_msa_extra_msa_0.npy,kaib__4_8,up,6.3394556,3
kaib/kaib__4_8/rank_016_alphafold2_model_5_seed_002_msa_extra_msa_3.npy,kaib__4_8,common,61.430172,3
kaib/kaib__4_8/rank_016_alphafold2_model_5_seed_002_msa_extra_msa_3.npy,kaib__4_8,right,21.566149,3
kaib/kaib__4_8/rank_016_alphafold2_model_5_seed_002_msa_extra_msa_3.npy,kaib__4_8,up,8.834148,3
kaib/kaib__4_8/rank_021_alphafold2_model_4_seed_002_msa_extra_msa_2.npy,kaib__4_8,common,65.570045,3
kaib/kaib__4_8/rank_021_alphafold2_model_4_seed_002_msa_extra_msa_2.npy,kaib__4_8,right,21.591965,3
kaib/kaib__4_8/rank_021_alphafold2_model_4_seed_002_msa_extra_msa_2.npy,kaib__4_8,up,8.753156,3
kaib/kaib__4_8/rank_018_alphafold2_model_4_seed_000_msa_extra_msa_2.npy,kaib__4_8,common,74.306046,3
kaib/kaib__4_8/rank_018_alphafold2_model_4_seed_000_msa_extra_msa_2.npy,kaib__4_8,right,25.289839,3
kaib/kaib__4_8/rank_018_alphafold2_model_4_seed_000_msa_extra_msa_2.npy,kaib__4_8,up,10.740964,3
kaib/kaib__4_8/rank_011_alphafold2_model_3_seed_002_msa_extra_msa_0.npy,kaib__4_8,common,64.9863,3
kaib/kaib__4_8/rank_011_alphafold2_model_3_seed_002_msa_extra_msa_0.npy,kaib__4_8,right,23.433462,3
kaib/kaib__4_8/rank_011_alphafold2_model_3_seed_002_msa_extra_msa_0.npy,kaib__4_8,up,6.963717,3
kaib/kaib__4_8/rank_002_alphafold2_model_2_seed_003_msa_extra_msa_2.npy,kaib__4_8,common,68.94326,3
kaib/kaib__4_8/rank_002_alphafold2_model_2_seed_003_msa_extra_msa_2.npy,kaib__4_8,right,26.1801,3
kaib/kaib__4_8/rank_002_alphafold2_model_2_seed_003_msa_extra_msa_2.npy,kaib__4_8,up,8.293845,3
kaib/kaib__4_8/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_3.npy,kaib__4_8,common,63.926662,3
kaib/kaib__4_8/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_3.npy,kaib__4_8,right,21.857107,3
kaib/kaib__4_8/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_3.npy,kaib__4_8,up,8.667001,3
kaib/kaib__4_8/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_2.npy,kaib__4_8,common,65.733826,3
kaib/kaib__4_8/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_2.npy,kaib__4_8,right,20.593634,3
kaib/kaib__4_8/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_2.npy,kaib__4_8,up,7.983325,3
kaib/kaib__4_8/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_0.npy,kaib__4_8,common,70.023544,3
kaib/kaib__4_8/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_0.npy,kaib__4_8,right,19.113537,3
kaib/kaib__4_8/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_0.npy,kaib__4_8,up,6.7423134,3
kaib/kaib__4_8/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_1.npy,kaib__4_8,common,58.963264,3
kaib/kaib__4_8/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_1.npy,kaib__4_8,right,13.569674,3
kaib/kaib__4_8/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_1.npy,kaib__4_8,up,5.845498,3
kaib/kaib__4_8/rank_009_alphafold2_model_5_seed_001_msa_extra_msa_0.npy,kaib__4_8,common,65.20012,3
kaib/kaib__4_8/rank_009_alphafold2_model_5_seed_001_msa_extra_msa_0.npy,kaib__4_8,right,22.579819,3
kaib/kaib__4_8/rank_009_alphafold2_model_5_seed_001_msa_extra_msa_0.npy,kaib__4_8,up,6.8922195,3
kaib/kaib__4_8/rank_025_alphafold2_model_1_seed_001_msa_extra_msa_1.npy,kaib__4_8,common,59.51853,3
kaib/kaib__4_8/rank_025_alphafold2_model_1_seed_001_msa_extra_msa_1.npy,kaib__4_8,right,15.748962,3
kaib/kaib__4_8/rank_025_alphafold2_model_1_seed_001_msa_extra_msa_1.npy,kaib__4_8,up,5.979033,3
kaib/kaib__4_8/rank_024_alphafold2_model_2_seed_001_msa_extra_msa_3.npy,kaib__4_8,common,69.56018,3
kaib/kaib__4_8/rank_024_alphafold2_model_2_seed_001_msa_extra_msa_3.npy,kaib__4_8,right,23.159061,3
kaib/kaib__4_8/rank_024_alphafold2_model_2_seed_001_msa_extra_msa_3.npy,kaib__4_8,up,10.323023,3
kaib/kaib__4_8/rank_024_alphafold2_model_2_seed_001_msa_extra_msa_2.npy,kaib__4_8,common,67.56743,3
kaib/kaib__4_8/rank_024_alphafold2_model_2_seed_001_msa_extra_msa_2.npy,kaib__4_8,right,27.142574,3
kaib/kaib__4_8/rank_024_alphafold2_model_2_seed_001_msa_extra_msa_2.npy,kaib__4_8,up,8.326766,3
kaib/kaib__4_8/rank_009_alphafold2_model_5_seed_001_msa_extra_msa_1.npy,kaib__4_8,common,56.37445,3
kaib/kaib__4_8/rank_009_alphafold2_model_5_seed_001_msa_extra_msa_1.npy,kaib__4_8,right,16.67186,3
kaib/kaib__4_8/rank_009_alphafold2_model_5_seed_001_msa_extra_msa_1.npy,kaib__4_8,up,7.0557017,3
kaib/kaib__4_8/rank_025_alphafold2_model_1_seed_001_msa_extra_msa_0.npy,kaib__4_8,common,64.604034,3
kaib/kaib__4_8/rank_025_alphafold2_model_1_seed_001_msa_extra_msa_0.npy,kaib__4_8,right,25.750494,3
kaib/kaib__4_8/rank_025_alphafold2_model_1_seed_001_msa_extra_msa_0.npy,kaib__4_8,up,5.670477,3
kaib/kaib__4_8/rank_025_alphafold2_model_1_seed_001_msa_extra_msa_2.npy,kaib__4_8,common,66.86812,3
kaib/kaib__4_8/rank_025_alphafold2_model_1_seed_001_msa_extra_msa_2.npy,kaib__4_8,right,22.258287,3
kaib/kaib__4_8/rank_025_alphafold2_model_1_seed_001_msa_extra_msa_2.npy,kaib__4_8,up,8.017286,3
kaib/kaib__4_8/rank_009_alphafold2_model_5_seed_001_msa_extra_msa_3.npy,kaib__4_8,common,66.48555,3
kaib/kaib__4_8/rank_009_alphafold2_model_5_seed_001_msa_extra_msa_3.npy,kaib__4_8,right,21.294998,3
kaib/kaib__4_8/rank_009_alphafold2_model_5_seed_001_msa_extra_msa_3.npy,kaib__4_8,up,10.2607765,3
kaib/kaib__4_8/rank_024_alphafold2_model_2_seed_001_msa_extra_msa_0.npy,kaib__4_8,common,63.92782,3
kaib/kaib__4_8/rank_024_alphafold2_model_2_seed_001_msa_extra_msa_0.npy,kaib__4_8,right,21.113361,3
kaib/kaib__4_8/rank_024_alphafold2_model_2_seed_001_msa_extra_msa_0.npy,kaib__4_8,up,5.646274,3
kaib/kaib__4_8/rank_024_alphafold2_model_2_seed_001_msa_extra_msa_1.npy,kaib__4_8,common,57.678444,3
kaib/kaib__4_8/rank_024_alphafold2_model_2_seed_001_msa_extra_msa_1.npy,kaib__4_8,right,15.263361,3
kaib/kaib__4_8/rank_024_alphafold2_model_2_seed_001_msa_extra_msa_1.npy,kaib__4_8,up,6.1492786,3
kaib/kaib__4_8/rank_025_alphafold2_model_1_seed_001_msa_extra_msa_3.npy,kaib__4_8,common,62.19472,3
kaib/kaib__4_8/rank_025_alphafold2_model_1_seed_001_msa_extra_msa_3.npy,kaib__4_8,right,20.98609,3
kaib/kaib__4_8/rank_025_alphafold2_model_1_seed_001_msa_extra_msa_3.npy,kaib__4_8,up,9.84985,3
kaib/kaib__4_8/rank_009_alphafold2_model_5_seed_001_msa_extra_msa_2.npy,kaib__4_8,common,67.70673,3
kaib/kaib__4_8/rank_009_alphafold2_model_5_seed_001_msa_extra_msa_2.npy,kaib__4_8,right,21.977642,3
kaib/kaib__4_8/rank_009_alphafold2_model_5_seed_001_msa_extra_msa_2.npy,kaib__4_8,up,8.54302,3
kaib/kaib__4_8/rank_022_alphafold2_model_4_seed_001_msa_extra_msa_1.npy,kaib__4_8,common,59.53486,3
kaib/kaib__4_8/rank_022_alphafold2_model_4_seed_001_msa_extra_msa_1.npy,kaib__4_8,right,19.877495,3
kaib/kaib__4_8/rank_022_alphafold2_model_4_seed_001_msa_extra_msa_1.npy,kaib__4_8,up,7.74205,3
kaib/kaib__4_8/rank_012_alphafold2_model_3_seed_000_msa_extra_msa_2.npy,kaib__4_8,common,69.19556,3
kaib/kaib__4_8/rank_012_alphafold2_model_3_seed_000_msa_extra_msa_2.npy,kaib__4_8,right,22.119453,3
kaib/kaib__4_8/rank_012_alphafold2_model_3_seed_000_msa_extra_msa_2.npy,kaib__4_8,up,9.60778,3
kaib/kaib__4_8/rank_001_alphafold2_model_1_seed_004_msa_extra_msa_3.npy,kaib__4_8,common,65.06961,3
kaib/kaib__4_8/rank_001_alphafold2_model_1_seed_004_msa_extra_msa_3.npy,kaib__4_8,right,23.015701,3
kaib/kaib__4_8/rank_001_alphafold2_model_1_seed_004_msa_extra_msa_3.npy,kaib__4_8,up,11.190713,3
kaib/kaib__4_8/rank_001_alphafold2_model_1_seed_004_msa_extra_msa_2.npy,kaib__4_8,common,69.07379,3
kaib/kaib__4_8/rank_001_alphafold2_model_1_seed_004_msa_extra_msa_2.npy,kaib__4_8,right,26.992981,3
kaib/kaib__4_8/rank_001_alphafold2_model_1_seed_004_msa_extra_msa_2.npy,kaib__4_8,up,8.114714,3
kaib/kaib__4_8/rank_012_alphafold2_model_3_seed_000_msa_extra_msa_3.npy,kaib__4_8,common,59.564426,3
kaib/kaib__4_8/rank_012_alphafold2_model_3_seed_000_msa_extra_msa_3.npy,kaib__4_8,right,28.140053,3
kaib/kaib__4_8/rank_012_alphafold2_model_3_seed_000_msa_extra_msa_3.npy,kaib__4_8,up,9.851397,3
kaib/kaib__4_8/rank_022_alphafold2_model_4_seed_001_msa_extra_msa_0.npy,kaib__4_8,common,67.44362,3
kaib/kaib__4_8/rank_022_alphafold2_model_4_seed_001_msa_extra_msa_0.npy,kaib__4_8,right,18.764374,3
kaib/kaib__4_8/rank_022_alphafold2_model_4_seed_001_msa_extra_msa_0.npy,kaib__4_8,up,8.167317,3
kaib/kaib__4_8/rank_022_alphafold2_model_4_seed_001_msa_extra_msa_2.npy,kaib__4_8,common,66.237305,3
kaib/kaib__4_8/rank_022_alphafold2_model_4_seed_001_msa_extra_msa_2.npy,kaib__4_8,right,23.764936,3
kaib/kaib__4_8/rank_022_alphafold2_model_4_seed_001_msa_extra_msa_2.npy,kaib__4_8,up,9.944059,3
kaib/kaib__4_8/rank_012_alphafold2_model_3_seed_000_msa_extra_msa_1.npy,kaib__4_8,common,63.314865,3
kaib/kaib__4_8/rank_012_alphafold2_model_3_seed_000_msa_extra_msa_1.npy,kaib__4_8,right,15.349422,3
kaib/kaib__4_8/rank_012_alphafold2_model_3_seed_000_msa_extra_msa_1.npy,kaib__4_8,up,5.775139,3
kaib/kaib__4_8/rank_001_alphafold2_model_1_seed_004_msa_extra_msa_0.npy,kaib__4_8,common,69.73881,3
kaib/kaib__4_8/rank_001_alphafold2_model_1_seed_004_msa_extra_msa_0.npy,kaib__4_8,right,21.669804,3
kaib/kaib__4_8/rank_001_alphafold2_model_1_seed_004_msa_extra_msa_0.npy,kaib__4_8,up,8.567032,3
kaib/kaib__4_8/rank_001_alphafold2_model_1_seed_004_msa_extra_msa_1.npy,kaib__4_8,common,56.541138,3
kaib/kaib__4_8/rank_001_alphafold2_model_1_seed_004_msa_extra_msa_1.npy,kaib__4_8,right,14.220094,3
kaib/kaib__4_8/rank_001_alphafold2_model_1_seed_004_msa_extra_msa_1.npy,kaib__4_8,up,5.9837213,3
kaib/kaib__4_8/rank_012_alphafold2_model_3_seed_000_msa_extra_msa_0.npy,kaib__4_8,common,65.5517,3
kaib/kaib__4_8/rank_012_alphafold2_model_3_seed_000_msa_extra_msa_0.npy,kaib__4_8,right,18.435535,3
kaib/kaib__4_8/rank_012_alphafold2_model_3_seed_000_msa_extra_msa_0.npy,kaib__4_8,up,6.995323,3
kaib/kaib__4_8/rank_022_alphafold2_model_4_seed_001_msa_extra_msa_3.npy,kaib__4_8,common,61.46236,3
kaib/kaib__4_8/rank_022_alphafold2_model_4_seed_001_msa_extra_msa_3.npy,kaib__4_8,right,24.072165,3
kaib/kaib__4_8/rank_022_alphafold2_model_4_seed_001_msa_extra_msa_3.npy,kaib__4_8,up,7.763116,3
kaib/kaib__1_2/rank_012_alphafold2_model_2_seed_002_msa_extra_msa_0.npy,kaib__1_2,common,36.12567,1
kaib/kaib__1_2/rank_012_alphafold2_model_2_seed_002_msa_extra_msa_0.npy,kaib__1_2,right,6.5609217,1
kaib/kaib__1_2/rank_012_alphafold2_model_2_seed_002_msa_extra_msa_0.npy,kaib__1_2,up,4.2092505,1
kaib/kaib__1_2/rank_002_alphafold2_model_5_seed_003_msa_extra_msa_0.npy,kaib__1_2,common,31.357613,1
kaib/kaib__1_2/rank_002_alphafold2_model_5_seed_003_msa_extra_msa_0.npy,kaib__1_2,right,6.273053,1
kaib/kaib__1_2/rank_002_alphafold2_model_5_seed_003_msa_extra_msa_0.npy,kaib__1_2,up,3.9478884,1
kaib/kaib__1_2/rank_001_alphafold2_model_3_seed_000_msa_extra_msa_0.npy,kaib__1_2,common,39.503532,1
kaib/kaib__1_2/rank_001_alphafold2_model_3_seed_000_msa_extra_msa_0.npy,kaib__1_2,right,7.025236,1
kaib/kaib__1_2/rank_001_alphafold2_model_3_seed_000_msa_extra_msa_0.npy,kaib__1_2,up,3.7751522,1
kaib/kaib__1_2/rank_005_alphafold2_model_3_seed_003_msa_extra_msa_3.npy,kaib__1_2,common,30.80595,1
kaib/kaib__1_2/rank_005_alphafold2_model_3_seed_003_msa_extra_msa_3.npy,kaib__1_2,right,6.7171397,1
kaib/kaib__1_2/rank_005_alphafold2_model_3_seed_003_msa_extra_msa_3.npy,kaib__1_2,up,4.4117846,1
kaib/kaib__1_2/rank_005_alphafold2_model_3_seed_003_msa_extra_msa_2.npy,kaib__1_2,common,29.413198,1
kaib/kaib__1_2/rank_005_alphafold2_model_3_seed_003_msa_extra_msa_2.npy,kaib__1_2,right,7.006582,1
kaib/kaib__1_2/rank_005_alphafold2_model_3_seed_003_msa_extra_msa_2.npy,kaib__1_2,up,7.5169225,1
kaib/kaib__1_2/rank_001_alphafold2_model_3_seed_000_msa_extra_msa_1.npy,kaib__1_2,common,39.813972,1
kaib/kaib__1_2/rank_001_alphafold2_model_3_seed_000_msa_extra_msa_1.npy,kaib__1_2,right,6.385866,1
kaib/kaib__1_2/rank_001_alphafold2_model_3_seed_000_msa_extra_msa_1.npy,kaib__1_2,up,5.4165697,1
kaib/kaib__1_2/rank_002_alphafold2_model_5_seed_003_msa_extra_msa_1.npy,kaib__1_2,common,35.48149,1
kaib/kaib__1_2/rank_002_alphafold2_model_5_seed_003_msa_extra_msa_1.npy,kaib__1_2,right,6.7833023,1
kaib/kaib__1_2/rank_002_alphafold2_model_5_seed_003_msa_extra_msa_1.npy,kaib__1_2,up,5.4539905,1
kaib/kaib__1_2/rank_012_alphafold2_model_2_seed_002_msa_extra_msa_1.npy,kaib__1_2,common,39.53124,1
kaib/kaib__1_2/rank_012_alphafold2_model_2_seed_002_msa_extra_msa_1.npy,kaib__1_2,right,6.560251,1
kaib/kaib__1_2/rank_012_alphafold2_model_2_seed_002_msa_extra_msa_1.npy,kaib__1_2,up,6.3468027,1
kaib/kaib__1_2/rank_012_alphafold2_model_2_seed_002_msa_extra_msa_3.npy,kaib__1_2,common,22.363707,1
kaib/kaib__1_2/rank_012_alphafold2_model_2_seed_002_msa_extra_msa_3.npy,kaib__1_2,right,8.7549095,1
kaib/kaib__1_2/rank_012_alphafold2_model_2_seed_002_msa_extra_msa_3.npy,kaib__1_2,up,4.563603,1
kaib/kaib__1_2/rank_002_alphafold2_model_5_seed_003_msa_extra_msa_3.npy,kaib__1_2,common,30.20853,1
kaib/kaib__1_2/rank_002_alphafold2_model_5_seed_003_msa_extra_msa_3.npy,kaib__1_2,right,8.163355,1
kaib/kaib__1_2/rank_002_alphafold2_model_5_seed_003_msa_extra_msa_3.npy,kaib__1_2,up,5.5908628,1
kaib/kaib__1_2/rank_001_alphafold2_model_3_seed_000_msa_extra_msa_3.npy,kaib__1_2,common,30.288834,1
kaib/kaib__1_2/rank_001_alphafold2_model_3_seed_000_msa_extra_msa_3.npy,kaib__1_2,right,7.063842,1
kaib/kaib__1_2/rank_001_alphafold2_model_3_seed_000_msa_extra_msa_3.npy,kaib__1_2,up,4.952215,1
kaib/kaib__1_2/rank_005_alphafold2_model_3_seed_003_msa_extra_msa_0.npy,kaib__1_2,common,43.679413,1
kaib/kaib__1_2/rank_005_alphafold2_model_3_seed_003_msa_extra_msa_0.npy,kaib__1_2,right,7.904252,1
kaib/kaib__1_2/rank_005_alphafold2_model_3_seed_003_msa_extra_msa_0.npy,kaib__1_2,up,4.76552,1
kaib/kaib__1_2/rank_005_alphafold2_model_3_seed_003_msa_extra_msa_1.npy,kaib__1_2,common,32.154274,1
kaib/kaib__1_2/rank_005_alphafold2_model_3_seed_003_msa_extra_msa_1.npy,kaib__1_2,right,8.779533,1
kaib/kaib__1_2/rank_005_alphafold2_model_3_seed_003_msa_extra_msa_1.npy,kaib__1_2,up,5.180351,1
kaib/kaib__1_2/rank_001_alphafold2_model_3_seed_000_msa_extra_msa_2.npy,kaib__1_2,common,35.358753,1
kaib/kaib__1_2/rank_001_alphafold2_model_3_seed_000_msa_extra_msa_2.npy,kaib__1_2,right,9.126026,1
kaib/kaib__1_2/rank_001_alphafold2_model_3_seed_000_msa_extra_msa_2.npy,kaib__1_2,up,7.115779,1
kaib/kaib__1_2/rank_002_alphafold2_model_5_seed_003_msa_extra_msa_2.npy,kaib__1_2,common,35.296906,1
kaib/kaib__1_2/rank_002_alphafold2_model_5_seed_003_msa_extra_msa_2.npy,kaib__1_2,right,7.3282833,1
kaib/kaib__1_2/rank_002_alphafold2_model_5_seed_003_msa_extra_msa_2.npy,kaib__1_2,up,5.3181767,1
kaib/kaib__1_2/rank_012_alphafold2_model_2_seed_002_msa_extra_msa_2.npy,kaib__1_2,common,30.80465,1
kaib/kaib__1_2/rank_012_alphafold2_model_2_seed_002_msa_extra_msa_2.npy,kaib__1_2,right,6.999968,1
kaib/kaib__1_2/rank_012_alphafold2_model_2_seed_002_msa_extra_msa_2.npy,kaib__1_2,up,5.973373,1
kaib/kaib__1_2/rank_016_alphafold2_model_1_seed_002_msa_extra_msa_2.npy,kaib__1_2,common,31.745228,1
kaib/kaib__1_2/rank_016_alphafold2_model_1_seed_002_msa_extra_msa_2.npy,kaib__1_2,right,7.341029,1
kaib/kaib__1_2/rank_016_alphafold2_model_1_seed_002_msa_extra_msa_2.npy,kaib__1_2,up,5.521834,1
kaib/kaib__1_2/rank_013_alphafold2_model_2_seed_001_msa_extra_msa_3.npy,kaib__1_2,common,27.233658,1
kaib/kaib__1_2/rank_013_alphafold2_model_2_seed_001_msa_extra_msa_3.npy,kaib__1_2,right,6.1163893,1
kaib/kaib__1_2/rank_013_alphafold2_model_2_seed_001_msa_extra_msa_3.npy,kaib__1_2,up,5.3342977,1
kaib/kaib__1_2/rank_006_alphafold2_model_5_seed_004_msa_extra_msa_2.npy,kaib__1_2,common,32.89952,1
kaib/kaib__1_2/rank_006_alphafold2_model_5_seed_004_msa_extra_msa_2.npy,kaib__1_2,right,5.9273806,1
kaib/kaib__1_2/rank_006_alphafold2_model_5_seed_004_msa_extra_msa_2.npy,kaib__1_2,up,6.1339397,1
kaib/kaib__1_2/rank_003_alphafold2_model_5_seed_002_msa_extra_msa_0.npy,kaib__1_2,common,35.831978,1
kaib/kaib__1_2/rank_003_alphafold2_model_5_seed_002_msa_extra_msa_0.npy,kaib__1_2,right,6.9673195,1
kaib/kaib__1_2/rank_003_alphafold2_model_5_seed_002_msa_extra_msa_0.npy,kaib__1_2,up,3.253715,1
kaib/kaib__1_2/rank_017_alphafold2_model_1_seed_004_msa_extra_msa_1.npy,kaib__1_2,common,35.980225,1
kaib/kaib__1_2/rank_017_alphafold2_model_1_seed_004_msa_extra_msa_1.npy,kaib__1_2,right,7.0740237,1
kaib/kaib__1_2/rank_017_alphafold2_model_1_seed_004_msa_extra_msa_1.npy,kaib__1_2,up,6.1264286,1
kaib/kaib__1_2/rank_017_alphafold2_model_1_seed_004_msa_extra_msa_0.npy,kaib__1_2,common,35.388657,1
kaib/kaib__1_2/rank_017_alphafold2_model_1_seed_004_msa_extra_msa_0.npy,kaib__1_2,right,7.1195784,1
kaib/kaib__1_2/rank_017_alphafold2_model_1_seed_004_msa_extra_msa_0.npy,kaib__1_2,up,3.730387,1
kaib/kaib__1_2/rank_003_alphafold2_model_5_seed_002_msa_extra_msa_1.npy,kaib__1_2,common,37.59211,1
kaib/kaib__1_2/rank_003_alphafold2_model_5_seed_002_msa_extra_msa_1.npy,kaib__1_2,right,6.5634356,1
kaib/kaib__1_2/rank_003_alphafold2_model_5_seed_002_msa_extra_msa_1.npy,kaib__1_2,up,5.101801,1
kaib/kaib__1_2/rank_006_alphafold2_model_5_seed_004_msa_extra_msa_3.npy,kaib__1_2,common,30.638237,1
kaib/kaib__1_2/rank_006_alphafold2_model_5_seed_004_msa_extra_msa_3.npy,kaib__1_2,right,8.341354,1
kaib/kaib__1_2/rank_006_alphafold2_model_5_seed_004_msa_extra_msa_3.npy,kaib__1_2,up,4.701503,1
kaib/kaib__1_2/rank_013_alphafold2_model_2_seed_001_msa_extra_msa_2.npy,kaib__1_2,common,29.137367,1
kaib/kaib__1_2/rank_013_alphafold2_model_2_seed_001_msa_extra_msa_2.npy,kaib__1_2,right,6.2986965,1
kaib/kaib__1_2/rank_013_alphafold2_model_2_seed_001_msa_extra_msa_2.npy,kaib__1_2,up,6.606155,1
kaib/kaib__1_2/rank_016_alphafold2_model_1_seed_002_msa_extra_msa_3.npy,kaib__1_2,common,23.906345,1
kaib/kaib__1_2/rank_016_alphafold2_model_1_seed_002_msa_extra_msa_3.npy,kaib__1_2,right,5.67956,1
kaib/kaib__1_2/rank_016_alphafold2_model_1_seed_002_msa_extra_msa_3.npy,kaib__1_2,up,5.0399036,1
