name,position,z_type,z_score,x
kaib/kaib__16_32/rank_016_alphafold2_model_1_seed_004_msa_extra_msa_1.npy,kaib__16_32,common,69.8447,5
kaib/kaib__16_32/rank_016_alphafold2_model_1_seed_004_msa_extra_msa_1.npy,kaib__16_32,right,31.286228,5
kaib/kaib__16_32/rank_016_alphafold2_model_1_seed_004_msa_extra_msa_1.npy,kaib__16_32,up,6.8521433,5
kaib/kaib__16_32/rank_004_alphafold2_model_3_seed_004_msa_extra_msa_0.npy,kaib__16_32,common,72.0181,5
kaib/kaib__16_32/rank_004_alphafold2_model_3_seed_004_msa_extra_msa_0.npy,kaib__16_32,right,30.74307,5
kaib/kaib__16_32/rank_004_alphafold2_model_3_seed_004_msa_extra_msa_0.npy,kaib__16_32,up,6.656204,5
kaib/kaib__16_32/rank_007_alphafold2_model_5_seed_004_msa_extra_msa_2.npy,kaib__16_32,common,62.836735,5
kaib/kaib__16_32/rank_007_alphafold2_model_5_seed_004_msa_extra_msa_2.npy,kaib__16_32,right,30.096863,5
kaib/kaib__16_32/rank_007_alphafold2_model_5_seed_004_msa_extra_msa_2.npy,kaib__16_32,up,6.8749857,5
kaib/kaib__16_32/rank_008_alphafold2_model_4_seed_001_msa_extra_msa_1.npy,kaib__16_32,common,66.82553,5
kaib/kaib__16_32/rank_008_alphafold2_model_4_seed_001_msa_extra_msa_1.npy,kaib__16_32,right,37.70907,5
kaib/kaib__16_32/rank_008_alphafold2_model_4_seed_001_msa_extra_msa_1.npy,kaib__16_32,up,6.212659,5
kaib/kaib__16_32/rank_008_alphafold2_model_4_seed_001_msa_extra_msa_3.npy,kaib__16_32,common,64.585754,5
kaib/kaib__16_32/rank_008_alphafold2_model_4_seed_001_msa_extra_msa_3.npy,kaib__16_32,right,33.31202,5
kaib/kaib__16_32/rank_008_alphafold2_model_4_seed_001_msa_extra_msa_3.npy,kaib__16_32,up,4.617986,5
kaib/kaib__16_32/rank_007_alphafold2_model_5_seed_004_msa_extra_msa_0.npy,kaib__16_32,common,72.096596,5
kaib/kaib__16_32/rank_007_alphafold2_model_5_seed_004_msa_extra_msa_0.npy,kaib__16_32,right,26.342196,5
kaib/kaib__16_32/rank_007_alphafold2_model_5_seed_004_msa_extra_msa_0.npy,kaib__16_32,up,5.70605,5
kaib/kaib__16_32/rank_004_alphafold2_model_3_seed_004_msa_extra_msa_2.npy,kaib__16_32,common,59.9042,5
kaib/kaib__16_32/rank_004_alphafold2_model_3_seed_004_msa_extra_msa_2.npy,kaib__16_32,right,29.651646,5
kaib/kaib__16_32/rank_004_alphafold2_model_3_seed_004_msa_extra_msa_2.npy,kaib__16_32,up,5.293456,5
kaib/kaib__16_32/rank_016_alphafold2_model_1_seed_004_msa_extra_msa_3.npy,kaib__16_32,common,68.21057,5
kaib/kaib__16_32/rank_016_alphafold2_model_1_seed_004_msa_extra_msa_3.npy,kaib__16_32,right,32.52581,5
kaib/kaib__16_32/rank_016_alphafold2_model_1_seed_004_msa_extra_msa_3.npy,kaib__16_32,up,5.0692806,5
kaib/kaib__16_32/rank_016_alphafold2_model_1_seed_004_msa_extra_msa_2.npy,kaib__16_32,common,63.502136,5
kaib/kaib__16_32/rank_016_alphafold2_model_1_seed_004_msa_extra_msa_2.npy,kaib__16_32,right,27.018547,5
kaib/kaib__16_32/rank_016_alphafold2_model_1_seed_004_msa_extra_msa_2.npy,kaib__16_32,up,6.999117,5
kaib/kaib__16_32/rank_004_alphafold2_model_3_seed_004_msa_extra_msa_3.npy,kaib__16_32,common,63.79187,5
kaib/kaib__16_32/rank_004_alphafold2_model_3_seed_004_msa_extra_msa_3.npy,kaib__16_32,right,33.415573,5
kaib/kaib__16_32/rank_004_alphafold2_model_3_seed_004_msa_extra_msa_3.npy,kaib__16_32,up,4.3828354,5
kaib/kaib__16_32/rank_007_alphafold2_model_5_seed_004_msa_extra_msa_1.npy,kaib__16_32,common,66.273674,5
kaib/kaib__16_32/rank_007_alphafold2_model_5_seed_004_msa_extra_msa_1.npy,kaib__16_32,right,33.25067,5
kaib/kaib__16_32/rank_007_alphafold2_model_5_seed_004_msa_extra_msa_1.npy,kaib__16_32,up,7.2660694,5
kaib/kaib__16_32/rank_008_alphafold2_model_4_seed_001_msa_extra_msa_2.npy,kaib__16_32,common,64.100586,5
kaib/kaib__16_32/rank_008_alphafold2_model_4_seed_001_msa_extra_msa_2.npy,kaib__16_32,right,26.058867,5
kaib/kaib__16_32/rank_008_alphafold2_model_4_seed_001_msa_extra_msa_2.npy,kaib__16_32,up,6.7954674,5
kaib/kaib__16_32/rank_001_alphafold2_model_5_seed_003_msa_extra_msa_3.npy,kaib__16_32,common,64.65306,5
kaib/kaib__16_32/rank_001_alphafold2_model_5_seed_003_msa_extra_msa_3.npy,kaib__16_32,right,34.274055,5
kaib/kaib__16_32/rank_001_alphafold2_model_5_seed_003_msa_extra_msa_3.npy,kaib__16_32,up,4.7479153,5
kaib/kaib__16_32/rank_010_alphafold2_model_2_seed_004_msa_extra_msa_0.npy,kaib__16_32,common,71.20317,5
kaib/kaib__16_32/rank_010_alphafold2_model_2_seed_004_msa_extra_msa_0.npy,kaib__16_32,right,28.102896,5
kaib/kaib__16_32/rank_010_alphafold2_model_2_seed_004_msa_extra_msa_0.npy,kaib__16_32,up,5.992694,5
kaib/kaib__16_32/rank_010_alphafold2_model_2_seed_004_msa_extra_msa_1.npy,kaib__16_32,common,68.74213,5
kaib/kaib__16_32/rank_010_alphafold2_model_2_seed_004_msa_extra_msa_1.npy,kaib__16_32,right,36.535923,5
kaib/kaib__16_32/rank_010_alphafold2_model_2_seed_004_msa_extra_msa_1.npy,kaib__16_32,up,7.434474,5
kaib/kaib__16_32/rank_001_alphafold2_model_5_seed_003_msa_extra_msa_2.npy,kaib__16_32,common,60.540554,5
kaib/kaib__16_32/rank_001_alphafold2_model_5_seed_003_msa_extra_msa_2.npy,kaib__16_32,right,27.91069,5
kaib/kaib__16_32/rank_001_alphafold2_model_5_seed_003_msa_extra_msa_2.npy,kaib__16_32,up,5.2033615,5
kaib/kaib__16_32/rank_001_alphafold2_model_5_seed_003_msa_extra_msa_0.npy,kaib__16_32,common,68.73776,5
kaib/kaib__16_32/rank_001_alphafold2_model_5_seed_003_msa_extra_msa_0.npy,kaib__16_32,right,28.64941,5
kaib/kaib__16_32/rank_001_alphafold2_model_5_seed_003_msa_extra_msa_0.npy,kaib__16_32,up,6.394824,5
kaib/kaib__16_32/rank_010_alphafold2_model_2_seed_004_msa_extra_msa_3.npy,kaib__16_32,common,64.37045,5
kaib/kaib__16_32/rank_010_alphafold2_model_2_seed_004_msa_extra_msa_3.npy,kaib__16_32,right,32.002525,5
kaib/kaib__16_32/rank_010_alphafold2_model_2_seed_004_msa_extra_msa_3.npy,kaib__16_32,up,4.719659,5
kaib/kaib__16_32/rank_010_alphafold2_model_2_seed_004_msa_extra_msa_2.npy,kaib__16_32,common,62.48855,5
kaib/kaib__16_32/rank_010_alphafold2_model_2_seed_004_msa_extra_msa_2.npy,kaib__16_32,right,26.322662,5
kaib/kaib__16_32/rank_010_alphafold2_model_2_seed_004_msa_extra_msa_2.npy,kaib__16_32,up,5.9924564,5
kaib/kaib__16_32/rank_001_alphafold2_model_5_seed_003_msa_extra_msa_1.npy,kaib__16_32,common,68.77113,5
kaib/kaib__16_32/rank_001_alphafold2_model_5_seed_003_msa_extra_msa_1.npy,kaib__16_32,right,32.15437,5
kaib/kaib__16_32/rank_001_alphafold2_model_5_seed_003_msa_extra_msa_1.npy,kaib__16_32,up,6.6510954,5
kaib/kaib__16_32/rank_003_alphafold2_model_1_seed_001_msa_extra_msa_1.npy,kaib__16_32,common,68.42379,5
kaib/kaib__16_32/rank_003_alphafold2_model_1_seed_001_msa_extra_msa_1.npy,kaib__16_32,right,37.405544,5
kaib/kaib__16_32/rank_003_alphafold2_model_1_seed_001_msa_extra_msa_1.npy,kaib__16_32,up,6.374257,5
kaib/kaib__16_32/rank_015_alphafold2_model_3_seed_000_msa_extra_msa_0.npy,kaib__16_32,common,69.07619,5
kaib/kaib__16_32/rank_015_alphafold2_model_3_seed_000_msa_extra_msa_0.npy,kaib__16_32,right,26.434381,5
kaib/kaib__16_32/rank_015_alphafold2_model_3_seed_000_msa_extra_msa_0.npy,kaib__16_32,up,6.5993023,5
kaib/kaib__16_32/rank_023_alphafold2_model_1_seed_000_msa_extra_msa_3.npy,kaib__16_32,common,68.143425,5
kaib/kaib__16_32/rank_023_alphafold2_model_1_seed_000_msa_extra_msa_3.npy,kaib__16_32,right,36.564056,5
kaib/kaib__16_32/rank_023_alphafold2_model_1_seed_000_msa_extra_msa_3.npy,kaib__16_32,up,4.28493,5
kaib/kaib__16_32/rank_018_alphafold2_model_4_seed_002_msa_extra_msa_3.npy,kaib__16_32,common,66.65307,5
kaib/kaib__16_32/rank_018_alphafold2_model_4_seed_002_msa_extra_msa_3.npy,kaib__16_32,right,35.106773,5
kaib/kaib__16_32/rank_018_alphafold2_model_4_seed_002_msa_extra_msa_3.npy,kaib__16_32,up,4.9919186,5
kaib/kaib__16_32/rank_012_alphafold2_model_5_seed_000_msa_extra_msa_3.npy,kaib__16_32,common,67.39963,5
kaib/kaib__16_32/rank_012_alphafold2_model_5_seed_000_msa_extra_msa_3.npy,kaib__16_32,right,29.678041,5
kaib/kaib__16_32/rank_012_alphafold2_model_5_seed_000_msa_extra_msa_3.npy,kaib__16_32,up,4.5258865,5
kaib/kaib__16_32/rank_002_alphafold2_model_2_seed_001_msa_extra_msa_3.npy,kaib__16_32,common,67.42668,5
kaib/kaib__16_32/rank_002_alphafold2_model_2_seed_001_msa_extra_msa_3.npy,kaib__16_32,right,32.32329,5
kaib/kaib__16_32/rank_002_alphafold2_model_2_seed_001_msa_extra_msa_3.npy,kaib__16_32,up,4.677201,5
kaib/kaib__16_32/rank_002_alphafold2_model_2_seed_001_msa_extra_msa_2.npy,kaib__16_32,common,62.39416,5
kaib/kaib__16_32/rank_002_alphafold2_model_2_seed_001_msa_extra_msa_2.npy,kaib__16_32,right,27.250406,5
kaib/kaib__16_32/rank_002_alphafold2_model_2_seed_001_msa_extra_msa_2.npy,kaib__16_32,up,5.1062107,5
kaib/kaib__16_32/rank_012_alphafold2_model_5_seed_000_msa_extra_msa_2.npy,kaib__16_32,common,60.981133,5
kaib/kaib__16_32/rank_012_alphafold2_model_5_seed_000_msa_extra_msa_2.npy,kaib__16_32,right,27.204268,5
kaib/kaib__16_32/rank_012_alphafold2_model_5_seed_000_msa_extra_msa_2.npy,kaib__16_32,up,7.0439672,5
kaib/kaib__16_32/rank_018_alphafold2_model_4_seed_002_msa_extra_msa_2.npy,kaib__16_32,common,58.521065,5
kaib/kaib__16_32/rank_018_alphafold2_model_4_seed_002_msa_extra_msa_2.npy,kaib__16_32,right,28.09888,5
kaib/kaib__16_32/rank_018_alphafold2_model_4_seed_002_msa_extra_msa_2.npy,kaib__16_32,up,6.8210173,5
kaib/kaib__16_32/rank_023_alphafold2_model_1_seed_000_msa_extra_msa_2.npy,kaib__16_32,common,62.435104,5
kaib/kaib__16_32/rank_023_alphafold2_model_1_seed_000_msa_extra_msa_2.npy,kaib__16_32,right,28.80414,5
kaib/kaib__16_32/rank_023_alphafold2_model_1_seed_000_msa_extra_msa_2.npy,kaib__16_32,up,7.157448,5
kaib/kaib__16_32/rank_015_alphafold2_model_3_seed_000_msa_extra_msa_1.npy,kaib__16_32,common,71.83168,5
kaib/kaib__16_32/rank_015_alphafold2_model_3_seed_000_msa_extra_msa_1.npy,kaib__16_32,right,36.01932,5
kaib/kaib__16_32/rank_015_alphafold2_model_3_seed_000_msa_extra_msa_1.npy,kaib__16_32,up,7.572438,5
kaib/kaib__16_32/rank_003_alphafold2_model_1_seed_001_msa_extra_msa_0.npy,kaib__16_32,common,72.409966,5
kaib/kaib__16_32/rank_003_alphafold2_model_1_seed_001_msa_extra_msa_0.npy,kaib__16_32,right,27.061558,5
kaib/kaib__16_32/rank_003_alphafold2_model_1_seed_001_msa_extra_msa_0.npy,kaib__16_32,up,4.7845745,5
kaib/kaib__16_32/rank_003_alphafold2_model_1_seed_001_msa_extra_msa_2.npy,kaib__16_32,common,62.154884,5
kaib/kaib__16_32/rank_003_alphafold2_model_1_seed_001_msa_extra_msa_2.npy,kaib__16_32,right,25.96566,5
kaib/kaib__16_32/rank_003_alphafold2_model_1_seed_001_msa_extra_msa_2.npy,kaib__16_32,up,5.543051,5
kaib/kaib__16_32/rank_015_alphafold2_model_3_seed_000_msa_extra_msa_3.npy,kaib__16_32,common,66.347565,5
kaib/kaib__16_32/rank_015_alphafold2_model_3_seed_000_msa_extra_msa_3.npy,kaib__16_32,right,38.800896,5
kaib/kaib__16_32/rank_015_alphafold2_model_3_seed_000_msa_extra_msa_3.npy,kaib__16_32,up,4.8387604,5
kaib/kaib__16_32/rank_023_alphafold2_model_1_seed_000_msa_extra_msa_0.npy,kaib__16_32,common,68.053345,5
kaib/kaib__16_32/rank_023_alphafold2_model_1_seed_000_msa_extra_msa_0.npy,kaib__16_32,right,29.74957,5
kaib/kaib__16_32/rank_023_alphafold2_model_1_seed_000_msa_extra_msa_0.npy,kaib__16_32,up,6.7949867,5
kaib/kaib__16_32/rank_018_alphafold2_model_4_seed_002_msa_extra_msa_0.npy,kaib__16_32,common,68.00953,5
kaib/kaib__16_32/rank_018_alphafold2_model_4_seed_002_msa_extra_msa_0.npy,kaib__16_32,right,28.742756,5
kaib/kaib__16_32/rank_018_alphafold2_model_4_seed_002_msa_extra_msa_0.npy,kaib__16_32,up,4.9391985,5
kaib/kaib__16_32/rank_012_alphafold2_model_5_seed_000_msa_extra_msa_0.npy,kaib__16_32,common,69.50519,5
kaib/kaib__16_32/rank_012_alphafold2_model_5_seed_000_msa_extra_msa_0.npy,kaib__16_32,right,28.859211,5
kaib/kaib__16_32/rank_012_alphafold2_model_5_seed_000_msa_extra_msa_0.npy,kaib__16_32,up,5.580823,5
kaib/kaib__16_32/rank_002_alphafold2_model_2_seed_001_msa_extra_msa_0.npy,kaib__16_32,common,72.96739,5
kaib/kaib__16_32/rank_002_alphafold2_model_2_seed_001_msa_extra_msa_0.npy,kaib__16_32,right,26.997559,5
kaib/kaib__16_32/rank_002_alphafold2_model_2_seed_001_msa_extra_msa_0.npy,kaib__16_32,up,5.703496,5
kaib/kaib__16_32/rank_002_alphafold2_model_2_seed_001_msa_extra_msa_1.npy,kaib__16_32,common,68.64466,5
kaib/kaib__16_32/rank_002_alphafold2_model_2_seed_001_msa_extra_msa_1.npy,kaib__16_32,right,33.623863,5
kaib/kaib__16_32/rank_002_alphafold2_model_2_seed_001_msa_extra_msa_1.npy,kaib__16_32,up,6.685995,5
kaib/kaib__16_32/rank_012_alphafold2_model_5_seed_000_msa_extra_msa_1.npy,kaib__16_32,common,72.99603,5
kaib/kaib__16_32/rank_012_alphafold2_model_5_seed_000_msa_extra_msa_1.npy,kaib__16_32,right,37.037727,5
kaib/kaib__16_32/rank_012_alphafold2_model_5_seed_000_msa_extra_msa_1.npy,kaib__16_32,up,6.442775,5
kaib/kaib__16_32/rank_018_alphafold2_model_4_seed_002_msa_extra_msa_1.npy,kaib__16_32,common,70.80774,5
kaib/kaib__16_32/rank_018_alphafold2_model_4_seed_002_msa_extra_msa_1.npy,kaib__16_32,right,34.109932,5
kaib/kaib__16_32/rank_018_alphafold2_model_4_seed_002_msa_extra_msa_1.npy,kaib__16_32,up,7.233282,5
kaib/kaib__16_32/rank_023_alphafold2_model_1_seed_000_msa_extra_msa_1.npy,kaib__16_32,common,66.42724,5
kaib/kaib__16_32/rank_023_alphafold2_model_1_seed_000_msa_extra_msa_1.npy,kaib__16_32,right,38.037094,5
kaib/kaib__16_32/rank_023_alphafold2_model_1_seed_000_msa_extra_msa_1.npy,kaib__16_32,up,7.7114077,5
kaib/kaib__16_32/rank_015_alphafold2_model_3_seed_000_msa_extra_msa_2.npy,kaib__16_32,common,60.033855,5
kaib/kaib__16_32/rank_015_alphafold2_model_3_seed_000_msa_extra_msa_2.npy,kaib__16_32,right,28.780478,5
kaib/kaib__16_32/rank_015_alphafold2_model_3_seed_000_msa_extra_msa_2.npy,kaib__16_32,up,5.7192817,5
kaib/kaib__16_32/rank_003_alphafold2_model_1_seed_001_msa_extra_msa_3.npy,kaib__16_32,common,61.93117,5
kaib/kaib__16_32/rank_003_alphafold2_model_1_seed_001_msa_extra_msa_3.npy,kaib__16_32,right,30.911053,5
kaib/kaib__16_32/rank_003_alphafold2_model_1_seed_001_msa_extra_msa_3.npy,kaib__16_32,up,5.2086077,5
kaib/kaib__16_32/rank_019_alphafold2_model_4_seed_003_msa_extra_msa_3.npy,kaib__16_32,common,68.42278,5
kaib/kaib__16_32/rank_019_alphafold2_model_4_seed_003_msa_extra_msa_3.npy,kaib__16_32,right,34.69433,5
kaib/kaib__16_32/rank_019_alphafold2_model_4_seed_003_msa_extra_msa_3.npy,kaib__16_32,up,4.966646,5
kaib/kaib__16_32/rank_024_alphafold2_model_4_seed_000_msa_extra_msa_3.npy,kaib__16_32,common,62.03946,5
kaib/kaib__16_32/rank_024_alphafold2_model_4_seed_000_msa_extra_msa_3.npy,kaib__16_32,right,32.420246,5
kaib/kaib__16_32/rank_024_alphafold2_model_4_seed_000_msa_extra_msa_3.npy,kaib__16_32,up,5.5349674,5
kaib/kaib__16_32/rank_009_alphafold2_model_3_seed_001_msa_extra_msa_1.npy,kaib__16_32,common,69.03052,5
kaib/kaib__16_32/rank_009_alphafold2_model_3_seed_001_msa_extra_msa_1.npy,kaib__16_32,right,39.363926,5
kaib/kaib__16_32/rank_009_alphafold2_model_3_seed_001_msa_extra_msa_1.npy,kaib__16_32,up,6.423195,5
kaib/kaib__16_32/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_3.npy,kaib__16_32,common,67.26604,5
kaib/kaib__16_32/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_3.npy,kaib__16_32,right,32.789448,5
kaib/kaib__16_32/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_3.npy,kaib__16_32,up,5.034086,5
kaib/kaib__16_32/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_2.npy,kaib__16_32,common,65.0941,5
kaib/kaib__16_32/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_2.npy,kaib__16_32,right,29.425842,5
kaib/kaib__16_32/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_2.npy,kaib__16_32,up,7.8533707,5
kaib/kaib__16_32/rank_009_alphafold2_model_3_seed_001_msa_extra_msa_0.npy,kaib__16_32,common,68.22243,5
kaib/kaib__16_32/rank_009_alphafold2_model_3_seed_001_msa_extra_msa_0.npy,kaib__16_32,right,28.845684,5
kaib/kaib__16_32/rank_009_alphafold2_model_3_seed_001_msa_extra_msa_0.npy,kaib__16_32,up,5.697757,5
kaib/kaib__16_32/rank_024_alphafold2_model_4_seed_000_msa_extra_msa_2.npy,kaib__16_32,common,59.109653,5
kaib/kaib__16_32/rank_024_alphafold2_model_4_seed_000_msa_extra_msa_2.npy,kaib__16_32,right,27.156853,5
kaib/kaib__16_32/rank_024_alphafold2_model_4_seed_000_msa_extra_msa_2.npy,kaib__16_32,up,6.6323147,5
kaib/kaib__16_32/rank_019_alphafold2_model_4_seed_003_msa_extra_msa_2.npy,kaib__16_32,common,58.569183,5
kaib/kaib__16_32/rank_019_alphafold2_model_4_seed_003_msa_extra_msa_2.npy,kaib__16_32,right,29.229332,5
kaib/kaib__16_32/rank_019_alphafold2_model_4_seed_003_msa_extra_msa_2.npy,kaib__16_32,up,6.1036854,5
kaib/kaib__16_32/rank_019_alphafold2_model_4_seed_003_msa_extra_msa_0.npy,kaib__16_32,common,69.47502,5
kaib/kaib__16_32/rank_019_alphafold2_model_4_seed_003_msa_extra_msa_0.npy,kaib__16_32,right,28.135664,5
kaib/kaib__16_32/rank_019_alphafold2_model_4_seed_003_msa_extra_msa_0.npy,kaib__16_32,up,6.3748226,5
kaib/kaib__16_32/rank_024_alphafold2_model_4_seed_000_msa_extra_msa_0.npy,kaib__16_32,common,70.946014,5
kaib/kaib__16_32/rank_024_alphafold2_model_4_seed_000_msa_extra_msa_0.npy,kaib__16_32,right,28.22405,5
kaib/kaib__16_32/rank_024_alphafold2_model_4_seed_000_msa_extra_msa_0.npy,kaib__16_32,up,5.019283,5
kaib/kaib__16_32/rank_009_alphafold2_model_3_seed_001_msa_extra_msa_2.npy,kaib__16_32,common,63.854126,5
kaib/kaib__16_32/rank_009_alphafold2_model_3_seed_001_msa_extra_msa_2.npy,kaib__16_32,right,28.136246,5
kaib/kaib__16_32/rank_009_alphafold2_model_3_seed_001_msa_extra_msa_2.npy,kaib__16_32,up,6.3448143,5
kaib/kaib__16_32/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_0.npy,kaib__16_32,common,67.44303,5
kaib/kaib__16_32/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_0.npy,kaib__16_32,right,26.592575,5
kaib/kaib__16_32/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_0.npy,kaib__16_32,up,7.30414,5
kaib/kaib__16_32/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_1.npy,kaib__16_32,common,68.91651,5
kaib/kaib__16_32/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_1.npy,kaib__16_32,right,33.032238,5
kaib/kaib__16_32/rank_006_alphafold2_model_1_seed_002_msa_extra_msa_1.npy,kaib__16_32,up,8.002701,5
kaib/kaib__16_32/rank_009_alphafold2_model_3_seed_001_msa_extra_msa_3.npy,kaib__16_32,common,63.114006,5
kaib/kaib__16_32/rank_009_alphafold2_model_3_seed_001_msa_extra_msa_3.npy,kaib__16_32,right,34.81801,5
kaib/kaib__16_32/rank_009_alphafold2_model_3_seed_001_msa_extra_msa_3.npy,kaib__16_32,up,4.481952,5
kaib/kaib__16_32/rank_024_alphafold2_model_4_seed_000_msa_extra_msa_1.npy,kaib__16_32,common,68.232506,5
kaib/kaib__16_32/rank_024_alphafold2_model_4_seed_000_msa_extra_msa_1.npy,kaib__16_32,right,35.941532,5
kaib/kaib__16_32/rank_024_alphafold2_model_4_seed_000_msa_extra_msa_1.npy,kaib__16_32,up,6.3444076,5
kaib/kaib__16_32/rank_019_alphafold2_model_4_seed_003_msa_extra_msa_1.npy,kaib__16_32,common,71.192215,5
kaib/kaib__16_32/rank_019_alphafold2_model_4_seed_003_msa_extra_msa_1.npy,kaib__16_32,right,34.56981,5
kaib/kaib__16_32/rank_019_alphafold2_model_4_seed_003_msa_extra_msa_1.npy,kaib__16_32,up,6.946908,5
kaib/kaib__16_32/rank_017_alphafold2_model_3_seed_003_msa_extra_msa_0.npy,kaib__16_32,common,68.68323,5
kaib/kaib__16_32/rank_017_alphafold2_model_3_seed_003_msa_extra_msa_0.npy,kaib__16_32,right,26.657799,5
kaib/kaib__16_32/rank_017_alphafold2_model_3_seed_003_msa_extra_msa_0.npy,kaib__16_32,up,6.1264725,5
kaib/kaib__16_32/rank_013_alphafold2_model_3_seed_002_msa_extra_msa_0.npy,kaib__16_32,common,70.56016,5
kaib/kaib__16_32/rank_013_alphafold2_model_3_seed_002_msa_extra_msa_0.npy,kaib__16_32,right,30.487701,5
kaib/kaib__16_32/rank_013_alphafold2_model_3_seed_002_msa_extra_msa_0.npy,kaib__16_32,up,5.442267,5
kaib/kaib__16_32/rank_022_alphafold2_model_4_seed_004_msa_extra_msa_1.npy,kaib__16_32,common,69.18018,5
kaib/kaib__16_32/rank_022_alphafold2_model_4_seed_004_msa_extra_msa_1.npy,kaib__16_32,right,36.893448,5
kaib/kaib__16_32/rank_022_alphafold2_model_4_seed_004_msa_extra_msa_1.npy,kaib__16_32,up,6.7875595,5
kaib/kaib__16_32/rank_020_alphafold2_model_2_seed_003_msa_extra_msa_1.npy,kaib__16_32,common,69.25409,5
kaib/kaib__16_32/rank_020_alphafold2_model_2_seed_003_msa_extra_msa_1.npy,kaib__16_32,right,29.754547,5
kaib/kaib__16_32/rank_020_alphafold2_model_2_seed_003_msa_extra_msa_1.npy,kaib__16_32,up,6.741092,5
kaib/kaib__16_32/rank_014_alphafold2_model_5_seed_001_msa_extra_msa_1.npy,kaib__16_32,common,70.35318,5
kaib/kaib__16_32/rank_014_alphafold2_model_5_seed_001_msa_extra_msa_1.npy,kaib__16_32,right,39.06098,5
kaib/kaib__16_32/rank_014_alphafold2_model_5_seed_001_msa_extra_msa_1.npy,kaib__16_32,up,7.556611,5
kaib/kaib__16_32/rank_025_alphafold2_model_1_seed_003_msa_extra_msa_2.npy,kaib__16_32,common,60.07982,5
kaib/kaib__16_32/rank_025_alphafold2_model_1_seed_003_msa_extra_msa_2.npy,kaib__16_32,right,29.08226,5
kaib/kaib__16_32/rank_025_alphafold2_model_1_seed_003_msa_extra_msa_2.npy,kaib__16_32,up,6.257351,5
kaib/kaib__16_32/rank_025_alphafold2_model_1_seed_003_msa_extra_msa_3.npy,kaib__16_32,common,64.42254,5
kaib/kaib__16_32/rank_025_alphafold2_model_1_seed_003_msa_extra_msa_3.npy,kaib__16_32,right,31.581388,5
kaib/kaib__16_32/rank_025_alphafold2_model_1_seed_003_msa_extra_msa_3.npy,kaib__16_32,up,4.451625,5
kaib/kaib__16_32/rank_014_alphafold2_model_5_seed_001_msa_extra_msa_0.npy,kaib__16_32,common,69.9681,5
kaib/kaib__16_32/rank_014_alphafold2_model_5_seed_001_msa_extra_msa_0.npy,kaib__16_32,right,29.945557,5
kaib/kaib__16_32/rank_014_alphafold2_model_5_seed_001_msa_extra_msa_0.npy,kaib__16_32,up,6.185627,5
kaib/kaib__16_32/rank_020_alphafold2_model_2_seed_003_msa_extra_msa_0.npy,kaib__16_32,common,69.6711,5
kaib/kaib__16_32/rank_020_alphafold2_model_2_seed_003_msa_extra_msa_0.npy,kaib__16_32,right,28.122993,5
kaib/kaib__16_32/rank_020_alphafold2_model_2_seed_003_msa_extra_msa_0.npy,kaib__16_32,up,6.9300704,5
kaib/kaib__16_32/rank_022_alphafold2_model_4_seed_004_msa_extra_msa_0.npy,kaib__16_32,common,70.51631,5
kaib/kaib__16_32/rank_022_alphafold2_model_4_seed_004_msa_extra_msa_0.npy,kaib__16_32,right,30.456886,5
kaib/kaib__16_32/rank_022_alphafold2_model_4_seed_004_msa_extra_msa_0.npy,kaib__16_32,up,5.3727913,5
kaib/kaib__16_32/rank_013_alphafold2_model_3_seed_002_msa_extra_msa_1.npy,kaib__16_32,common,67.9478,5
kaib/kaib__16_32/rank_013_alphafold2_model_3_seed_002_msa_extra_msa_1.npy,kaib__16_32,right,33.629692,5
kaib/kaib__16_32/rank_013_alphafold2_model_3_seed_002_msa_extra_msa_1.npy,kaib__16_32,up,6.810049,5
kaib/kaib__16_32/rank_017_alphafold2_model_3_seed_003_msa_extra_msa_1.npy,kaib__16_32,common,67.63451,5
kaib/kaib__16_32/rank_017_alphafold2_model_3_seed_003_msa_extra_msa_1.npy,kaib__16_32,right,36.735287,5
kaib/kaib__16_32/rank_017_alphafold2_model_3_seed_003_msa_extra_msa_1.npy,kaib__16_32,up,8.764205,5
kaib/kaib__16_32/rank_017_alphafold2_model_3_seed_003_msa_extra_msa_3.npy,kaib__16_32,common,63.8983,5
kaib/kaib__16_32/rank_017_alphafold2_model_3_seed_003_msa_extra_msa_3.npy,kaib__16_32,right,31.948732,5
kaib/kaib__16_32/rank_017_alphafold2_model_3_seed_003_msa_extra_msa_3.npy,kaib__16_32,up,5.389234,5
kaib/kaib__16_32/rank_013_alphafold2_model_3_seed_002_msa_extra_msa_3.npy,kaib__16_32,common,62.20076,5
kaib/kaib__16_32/rank_013_alphafold2_model_3_seed_002_msa_extra_msa_3.npy,kaib__16_32,right,33.47236,5
